From_Date,From Time,Offense,Zip Code,DVFlag,Race,Sex,Firearm Used Flag  
41824,0.97,690,64119,U,W,F,N
41851,0.25,2601,64157,U,B,M,N
41940,0.74,1122,64105,U,W,F,N
41744,0.04,401,64134,U,U,U,Y
41958,0.48,501,64137,U,B,F,N
41940,0.98,501,64111,U,U,U,N
41819,0.46,702,,U,U,U,N
41979,0.92,1401,64117,U,U,U,N
41962,0.5,501,64130,U,B,M,N
41993,0.73,640,64120,U,B,M,N
41734,0.42,2054,64138,U,B,F,N
41945,0.25,501,64123,U,W,M,N
41920,0.67,502,64145,U,,,N
41660,0.34,1201,64157,U,,,N
41839,0.83,501,64110,U,W,F,N
41947,0,201,64132,U,B,M,N
41932,0.75,502,64118,N,U,U,N
41936,0.63,1750,64132,N,W,F,N
41809,0.79,1401,64108,U,U,U,N
41835,0.67,690,64155,U,,,N
41868,0.92,640,,U,B,M,N
41786,0.39,2601,64154,N,W,F,N
41694,0.85,640,64110,U,A,M,N
41739,0.75,690,64111,U,U,U,N
41678,0.92,702,64119,U,U,U,N
41749,0.23,1197,64132,U,,,N
41940,0.91,2402,64105,U,,,N
41937,0.09,1401,64118,U,W,M,N
41929,0.73,1050,,U,B,F,N
41942,0.88,301,64123,U,W,F,N
41788,0.63,670,64153,U,U,U,N
41786,0.01,801,64111,N,B,M,N
41765,0.33,501,64133,U,B,F,N
41848,0.48,301,64111,U,W,M,N
41881,0.1,501,64132,U,B,F,N
41768,0.71,650,64112,U,W,F,N
41963,0.5,650,64114,U,U,U,N
41739,0.4,702,64128,U,B,M,N
41917,0.71,2655,64106,U,,,N
41762,0.63,2655,64110,U,B,M,N
41812,0.58,831,64130,N,B,F,N
41975,0.81,802,64131,Y,B,M,N
41835,0.56,630,64111,U,B,M,N
41766,0.8,2655,64108,U,W,M,N
41719,0.67,702,64131,U,U,U,N
41760,0.31,690,64124,U,W,F,N
42000,0.88,802,64127,U,B,M,N
41860,0.89,802,64132,Y,B,F,N
41804,0.74,2402,64128,U,,,N
41969,0.88,640,64133,N,W,M,N
41935,0.55,1401,64128,U,B,F,N
41782,0.09,302,64134,U,B,M,Y
41790,0.54,702,64108,U,W,F,N
41975,0.96,802,64138,Y,W,F,N
41855,0.17,502,64130,U,,,N
41661,0.34,640,64108,U,U,U,N
41772,0.23,640,64109,U,B,M,N
41748,0.79,1122,,U,W,F,N
41770,0.56,670,64131,U,W,M,N
41954,0.38,501,64119,N,U,U,N
41774,0.98,1849,64109,U,B,M,N
41894,0.69,799,64123,U,U,U,N
41960,0.4,1849,64106,U,B,M,N
41980,0.83,650,64128,U,U,U,N
41764,0.69,630,64105,U,W,M,N
42002,0.42,1198,64112,U,W,M,N
41713,0.57,640,64114,U,W,F,N
41540,0.38,2601,64145,U,,,N
41929,0.98,801,64152,U,W,F,N
41815,0.94,1850,64105,U,B,M,N
41654,0.52,1648,64128,U,,,N
41993,0.29,401,64127,U,B,F,N
41819,0.87,660,64131,U,B,M,N
41919,0.6,640,64108,U,B,F,N
41813,0.63,690,64119,U,,,N
41722,0.35,802,64130,Y,W,F,N
41906,0.56,403,64130,Y,B,F,N
41716,0.41,501,64132,Y,B,F,N
41770,0.04,501,,U,B,F,N
41767,0.71,690,64111,U,U,U,N
41986,0.81,501,64130,U,B,F,N
41912,0.75,801,64155,U,B,M,N
41965,0.77,2040,64130,Y,B,M,N
41919,0.77,630,,U,,,N
41728,0.41,2655,64127,U,W,M,N
41965,0.53,2201,64111,U,W,M,N
41999,0.52,702,64105,U,W,F,N
41650,0.75,650,64153,N,B,F,N
41920,0.97,302,64110,N,B,M,Y
41703,0.37,690,64134,U,B,M,N
41965,0.04,1401,64118,U,W,F,N
41844,0.05,501,64152,U,W,M,N
41949,0.33,640,64130,U,U,U,N
41653,0.77,1401,64116,N,U,U,N
41838,0.91,2655,64127,U,,,N
41798,0.96,2655,64133,U,,,N
41717,0.55,1850,,U,,,N
41903,0.05,840,64111,U,,,N
41996,0.55,1651,64131,U,B,F,N
41973,0.73,501,64109,U,B,F,N
41733,0.85,1849,64133,U,,,N
41944,0.89,802,64145,Y,B,F,N
41973,0.73,702,64109,U,U,U,N
41823,1,501,64131,U,W,M,N
41643,0.93,3070,64134,U,B,M,N
41771,0.42,630,64133,U,B,M,N
41929,0.06,1546,64123,U,,,Y
42003,0.37,801,64111,U,B,M,N
41862,0.11,801,64110,N,B,M,N
41773,0.48,1401,64118,N,W,F,N
41925,0.54,2402,64127,U,,,N
41876,0.25,1401,64126,U,U,U,N
41896,0.69,670,64127,U,B,M,N
41770,0.88,1849,64130,U,B,M,N
41953,0.08,801,64151,Y,W,M,N
41774,0.37,702,64131,U,B,F,N
41820,0.77,302,64131,U,B,M,Y
41789,0.03,1850,64132,U,B,F,N
41944,0.92,831,64155,U,W,F,N
41740,1,1401,64105,U,W,M,N
41869,0.92,2655,64126,U,B,M,N
41775,0.63,2601,64112,U,U,U,N
41860,0.14,501,64155,U,W,M,N
41663,0.86,801,64108,Y,W,F,N
41610,0.52,650,64116,N,U,U,N
41983,0.38,401,64138,U,B,M,N
41728,0.08,650,64108,U,U,U,N
41801,0.92,640,64112,U,B,F,N
41734,0.32,670,64157,N,U,U,N
41960,0.5,650,64137,U,U,U,N
41946,0.38,690,64134,U,U,U,N
41802,0.96,702,64130,U,U,U,N
41832,0.09,670,64131,U,W,F,N
41865,0.9,501,64111,U,B,F,N
41989,0.29,501,64153,N,W,M,N
41895,0.76,401,64130,U,B,F,N
41888,0.83,640,64137,U,W,F,N
41988,0.58,640,64114,U,U,U,N
41548,0,831,64118,N,W,M,N
41822,0.06,640,64134,U,B,M,N
41837,0.74,901,64130,U,,,N
41836,0.67,1651,64131,U,W,F,N
41972,0.88,1401,64134,U,W,F,N
41814,0.77,702,64130,N,B,F,N
41761,0.83,650,64112,U,U,M,N
41863,0.75,840,64108,U,,,N
41700,0.53,630,64123,U,B,M,N
41776,0.58,670,64112,N,U,U,N
41780,0.55,2655,64106,U,B,M,N
41679,0.7,401,64130,N,B,M,Y
41698,0.35,501,64129,N,B,M,N
41889,0.16,802,64123,Y,W,F,N
41655,0.3,1401,64117,U,,,N
41975,0.71,501,64155,U,,,N
41708,0.56,702,64127,U,W,M,N
41918,0.54,1401,64114,U,U,U,N
41863,0.9,1401,64119,U,,,N
41903,0,1401,64112,U,U,F,N
41840,0.94,302,64124,U,B,M,Y
41866,0.74,2693,64109,U,W,M,N
41792,0.9,1401,64118,U,U,U,N
41747,0.71,301,64130,U,B,F,N
41727,0.96,801,64118,U,B,M,N
41827,0.47,802,64111,Y,W,M,N
41842,0.8,403,64111,Y,B,M,N
41885,0.04,640,64118,N,W,M,N
41832,0.14,802,64118,Y,W,F,N
,,101,64106,U,B,M,N
41837,0.29,640,64129,U,U,U,N
41877,0.43,702,64124,U,W,M,N
41715,0.23,1401,64118,N,W,M,N
41904,0.31,502,64157,U,U,U,N
41875,0.05,801,64105,U,W,M,N
41975,0.65,2601,64134,U,W,M,N
41758,0.71,650,64105,U,,,N
41993,0.83,802,64128,Y,W,F,N
41776,0.71,650,64154,N,U,U,N
41862,0.35,831,64117,Y,W,M,N
41997,0.63,640,64120,U,U,U,N
41788,0.96,840,64123,U,B,M,N
41697,0.91,801,64154,N,W,M,N
41672,0.01,1401,64118,U,W,M,N
41854,0.65,831,64125,U,W,F,N
41908,0.64,802,64133,U,B,M,N
41723,0,650,64158,U,U,U,N
41711,0.71,802,64134,U,B,M,N
41951,0.73,801,,U,W,F,N
39083,0.25,210,64138,U,B,F,N
41770,0.73,801,64114,N,W,M,N
41940,0,1001,64106,U,,,N
41785,0.88,670,64112,U,U,U,N
41984,0.38,501,64138,U,U,U,N
41656,0.28,702,64157,N,U,U,N
41929,0.67,801,64125,U,W,M,N
41993,0.54,1401,64108,U,U,U,N
41987,0.63,802,64130,Y,W,F,N
41876,0.94,2601,64128,U,B,M,N
41838,0.04,690,64118,N,A,F,N
41940,0.54,702,64131,N,W,M,N
41735,0.6,640,64105,U,U,U,N
41962,0.63,640,64152,N,W,M,N
41878,0.95,1849,64111,U,,,N
41906,0.48,301,64116,U,W,M,N
41971,0.83,650,64134,U,U,U,N
41981,0.97,702,64151,U,W,M,N
41971,0.01,670,64124,U,B,F,N
41769,0.08,610,64108,U,B,M,N
41834,0.63,1401,64132,U,B,F,N
41846,0.47,301,64130,U,B,M,N
41789,0.02,403,,Y,B,F,N
41881,0.08,660,64127,U,B,M,N
41717,0.63,670,64124,U,W,M,N
41664,0.71,702,64110,U,B,F,N
41793,0.43,501,64131,U,W,M,N
41896,0.88,201,64108,U,B,M,N
41808,0.63,690,,U,U,U,N
41896,0.85,1401,64138,U,W,F,N
41896,0.88,802,64126,Y,W,M,N
41783,0.67,2201,64111,U,,,N
41760,0.71,2601,64133,U,,,N
41800,0.63,702,64109,U,U,U,N
41952,0.96,802,64110,Y,B,M,N
41880,0.08,702,64132,U,B,F,N
41855,0.72,690,64114,U,W,F,N
41801,0.54,2655,90210,U,,,N
41753,0.91,3079,64134,N,W,M,N
41684,0.98,640,64106,U,U,U,N
41981,0.81,702,64109,U,B,M,N
41861,0.08,2100,64108,U,B,M,N
41669,0.58,690,64109,U,B,M,N
41921,0.11,801,64111,U,,,N
41819,0.94,1401,64130,U,B,F,N
41667,0.28,403,64137,U,W,M,N
41812,0.96,640,64111,U,U,U,N
41821,0.9,840,64106,U,W,M,N
41808,0.28,630,64114,U,,,N
41775,0.83,1401,64111,U,W,F,N
41704,0.56,501,64110,U,W,F,N
41730,0.43,1849,64116,U,,,N
41953,0.82,1849,64126,U,,,N
41937,0.44,640,64112,U,U,U,N
41652,0.3,702,64118,U,W,M,N
41902,0.13,802,64152,Y,W,F,N
41980,0.5,501,64113,U,W,M,N
41992,0.53,2655,64133,U,,,N
41825,0.88,1849,64127,U,,,N
41916,0.19,801,,U,B,F,N
41909,0.96,501,64130,U,B,F,N
41810,0.95,1401,64154,U,U,U,N
41656,0.74,801,64134,U,B,M,N
41710,0.3,501,64114,U,U,U,N
41934,0.78,302,64127,U,B,M,Y
41812,0.49,1850,64137,U,,,N
42002,0.31,2402,64134,U,B,M,N
41695,0.5,650,64114,U,W,M,N
41678,0.21,401,64110,U,B,F,N
41911,0.73,1849,64110,U,,,N
41809,0.49,630,64127,U,,,N
41881,0.66,702,64106,U,W,F,N
41750,0.39,1849,64109,U,,,N
41757,0.08,702,64118,N,U,U,N
41896,0.33,650,64132,U,B,M,N
41839,0.5,670,64134,U,U,U,N
41727,0,1401,64119,N,W,M,N
41778,0.48,690,64134,U,B,M,N
41713,0.38,1401,64151,N,W,M,N
41820,0.5,1122,64137,U,W,F,N
41811,0.38,1120,64119,U,W,M,N
41710,0.92,401,64106,U,U,F,N
41839,0.64,1401,64128,U,B,M,N
41885,0.33,1120,64114,U,,,N
41801,0.5,702,64118,U,B,F,N
41917,0.72,502,64123,N,W,M,N
41751,0.71,702,64126,U,W,F,N
41894,0.19,802,64132,Y,B,F,N
41693,0.93,1849,64126,U,,,N
41761,0.94,1849,64123,U,,,N
41933,0.96,702,64106,U,U,U,N
41867,0.42,501,64117,U,W,F,N
41774,0.9,702,64154,N,W,F,N
41756,0.58,401,64130,N,B,F,N
41735,0.73,1849,64119,U,,,N
41804,0.49,630,64130,U,B,F,N
41774,0.7,2655,64133,U,,,N
41658,0.95,1401,64138,U,B,M,N
41971,0.09,702,,U,B,F,N
41726,0.93,640,64108,U,U,U,N
41750,0.4,1122,64127,U,U,M,N
41966,0.88,630,64154,U,W,F,N
41658,0.4,802,64119,U,W,F,N
41717,0.03,630,64145,U,,,N
41769,0.64,1401,64131,U,U,U,N
41880,0.25,640,64153,N,U,U,N
41646,0.8,2100,64128,U,B,M,N
41850,0.34,2601,64106,U,W,M,N
41937,0.1,802,64131,Y,B,M,N
41776,0.59,2040,64109,U,B,F,N
41768,0.98,1401,64128,Y,B,M,N
41902,0.85,501,64116,U,W,F,N
41851,0,501,64130,U,U,U,N
41780,0.74,802,64145,Y,B,F,N
41811,0.54,670,64128,N,B,M,N
41771,0.38,501,64124,N,W,M,N
41980,0.17,802,64130,Y,B,F,N
41734,0.05,401,64130,U,B,M,Y
41705,0.33,1122,64117,N,U,U,N
41788,0.42,501,64133,N,W,F,N
41846,0.75,401,64123,N,W,M,Y
41781,0.75,690,,U,,,N
41847,0.04,802,64106,Y,B,M,N
41987,0.78,802,64106,Y,B,M,N
41860,0.42,1120,64134,U,,,N
41927,0.71,2402,64126,U,W,F,N
41899,0.92,1201,64127,U,W,F,N
41905,0.9,403,64124,Y,W,F,N
41756,0.58,501,64118,N,U,U,N
41749,0.25,2655,64130,N,W,M,N
41873,0.71,690,64127,U,U,M,N
41703,0.76,840,64108,U,,,N
41657,0.94,801,64111,U,,,N
41720,0.09,2100,64127,U,B,M,N
41917,0.98,302,64154,U,B,M,Y
41653,0.81,1401,64151,N,W,M,N
41753,0,1198,64154,U,U,U,N
41759,0.75,670,64155,U,W,F,N
41909,0.73,501,64158,U,,,N
41647,0.48,2601,64130,U,B,F,N
41671,0.33,650,64127,U,B,F,N
41832,0.39,630,64111,U,B,M,N
41844,0.7,501,,U,W,F,N
41653,0.35,2655,64127,U,,,N
41643,0.54,630,64108,U,B,M,N
41969,0.75,650,64120,U,U,U,N
41838,0.4,1849,64108,U,W,M,N
41834,0.33,640,,U,W,F,N
41762,0.19,801,64129,N,W,F,N
41905,0.43,1170,64114,U,,,N
41713,0.77,1401,64114,U,U,U,N
,,1401,,U,B,F,N
41648,0.25,650,64106,U,B,F,N
41757,0.41,1849,64125,U,,,N
41977,0.56,690,64111,U,W,F,N
41757,0.85,802,64130,Y,B,F,N
41821,0.75,2601,64108,U,W,M,N
41853,0.59,2655,64119,N,W,M,N
41985,0.27,501,64134,U,U,U,N
41893,0.83,1401,64106,U,W,M,N
41854,0.54,650,64132,U,B,F,N
41752,0.09,2100,64129,U,,,N
41842,0.92,640,64113,U,W,F,N
41857,0.04,670,64123,U,B,F,N
41693,0.85,201,64109,N,B,F,N
41999,0.69,1401,64111,U,U,U,N
41682,0.43,670,64123,U,W,M,N
41750,0.92,702,64134,U,W,F,N
41708,0.29,501,64111,U,U,U,N
41923,0.5,501,64112,U,U,U,N
41505,0.75,1001,64111,U,W,F,N
41837,0.16,501,64109,U,B,M,N
41750,0.2,2040,64127,N,W,F,N
41722,0.84,2402,64109,U,B,M,N
41915,0.15,802,64131,Y,W,F,N
41960,0.71,302,64110,U,B,F,Y
41898,0.42,802,64130,Y,B,F,N
41843,0.96,1651,64130,U,B,F,N
41934,0.82,630,64158,U,W,F,N
41903,0.79,901,64109,U,U,U,N
41821,0.74,502,64133,U,W,M,N
41757,0.88,501,64131,U,U,U,N
41628,0.66,1002,64124,U,,,N
41724,0.68,650,64106,U,U,U,N
41648,0.83,1401,64151,U,B,M,N
41943,0.72,630,,U,,,N
41925,0.55,501,64124,U,U,U,N
41786,0,1401,64153,N,W,M,N
41778,0.54,2402,64130,N,B,F,N
41711,0.94,702,64137,U,B,F,N
41937,0.58,702,64123,U,W,F,N
41712,0.86,403,64106,Y,B,F,N
41885,0.02,302,,U,B,M,N
41831,0.77,640,64119,U,U,U,N
41865,0.74,620,64129,N,B,M,N
41814,0.63,1849,,U,,,N
41647,0.37,1188,64117,N,W,F,N
41813,0.94,2601,64152,U,W,F,N
41808,0.92,670,64127,U,W,F,N
41758,0.88,801,64127,U,B,M,N
41790,0.56,502,64111,U,,,N
41747,0.74,801,64150,Y,W,M,N
41722,0.88,801,64127,N,B,F,N
41919,0.69,502,64127,U,U,U,N
41777,0.83,403,64138,Y,W,M,N
41711,0.71,501,64134,U,U,U,N
41968,0.9,650,64138,N,B,M,N
41875,0.75,640,64126,U,U,U,N
41693,0.98,1401,64117,N,W,M,N
41912,0.11,702,,U,B,M,N
41803,0.79,502,64106,U,U,U,N
41975,0.88,630,64123,U,,,N
41994,0.03,403,64127,N,B,F,Y
41714,0.01,802,64137,Y,W,F,N
41848,0.67,2601,64134,U,B,F,N
41763,0.6,670,64134,U,B,F,N
41680,0,403,64152,Y,W,M,N
41888,0.88,501,64151,U,W,F,N
41790,0.05,1401,64132,U,W,M,N
41893,0.56,1120,64133,U,W,F,N
41722,0.23,401,64112,U,B,M,Y
41648,0.71,1120,64133,U,W,F,N
41663,0.48,2601,64106,U,,,N
41741,0.96,640,64137,U,U,M,N
41999,0.95,801,64134,U,B,M,N
41910,0.64,401,64116,U,W,M,N
41829,0.17,1849,64126,U,,,N
41853,0.04,501,64111,U,U,U,N
41901,0.88,1401,64129,N,W,F,N
41939,0.18,302,64131,U,B,M,Y
41762,0.03,210,64130,N,B,M,Y
41844,0.91,401,64134,U,B,M,Y
41899,0.5,501,64106,N,W,F,N
41881,0.54,670,64133,N,B,F,N
41799,0.3,1849,64128,U,B,M,N
41802,0.76,802,64127,U,B,F,N
41897,0.46,670,64131,U,U,F,N
41924,0.5,1401,64131,N,B,F,N
41871,0.46,630,64131,U,,,N
41668,0.76,2601,64106,U,,,N
41898,0.47,801,64132,N,B,F,N
41970,0.9,801,64109,N,B,M,N
41986,0.84,1401,64116,U,B,F,N
41790,0.61,2402,64130,N,B,M,N
42000,0.91,801,64108,N,W,F,N
41943,0.42,2601,64117,U,B,M,N
41658,0.79,1401,64111,U,W,F,N
41960,0.68,1401,64106,U,U,U,N
41714,0.73,401,64132,U,U,U,Y
41909,0.54,502,64152,U,,,N
41953,0.71,640,64123,N,U,U,N
41676,0.52,801,64106,U,W,F,N
41918,0.01,802,64136,U,W,F,N
41780,0.33,210,64151,N,U,F,N
41741,0,640,64108,U,B,M,N
41940,0.88,1401,64124,U,W,F,N
41959,0.42,650,64124,N,U,U,N
41949,0.31,702,64145,U,W,M,N
41974,0.5,802,64133,Y,W,F,N
41851,0.95,501,64127,U,U,U,N
41649,0.81,1122,64157,N,W,M,N
41878,0.84,702,64110,U,U,U,N
41663,0.05,801,64128,U,B,M,N
41980,0.06,502,64106,U,U,U,N
41647,0.64,630,,U,W,M,N
41772,0.98,802,64138,Y,B,M,N
41934,0.78,302,64127,U,B,M,Y
41884,0.64,401,64128,U,B,M,Y
41771,0,640,64155,U,U,U,N
41811,0.89,302,64128,U,B,F,Y
41866,0.58,2402,64112,U,B,M,N
41691,0.42,501,64126,U,U,F,N
41924,0.6,670,64133,U,W,F,N
41757,0.58,802,64130,Y,B,F,N
41657,0.7,403,64134,Y,B,M,N
41927,0.72,2601,64109,N,B,F,N
41954,0.72,630,64155,U,,,N
41841,0.66,640,64138,U,W,F,N
41665,0.5,1001,64146,U,U,U,N
41961,0.67,650,64108,U,W,F,N
41792,0.33,1401,64153,U,U,U,N
41692,0.04,501,64106,Y,B,F,N
41865,0.01,2100,64118,U,,,N
41831,0.84,801,64134,U,B,F,N
41773,0.36,501,64131,U,U,U,N
41894,0.81,630,64129,U,W,M,N
41709,0.44,1849,64109,U,B,M,N
41809,0.77,1401,64132,U,U,U,N
41748,0.93,301,64134,U,U,U,N
41855,0.44,801,64131,U,B,F,N
41648,0.25,650,64106,U,U,U,N
41835,0.51,501,64124,U,B,M,N
41947,0.01,1849,64109,U,B,M,N
41789,0.56,670,64109,U,U,U,N
41907,0.96,690,64108,U,U,U,N
41821,0.06,640,64153,U,W,F,N
41810,0.86,840,64130,U,U,U,N
41723,0.33,2601,64108,U,,,N
41852,0.23,650,64153,N,W,M,N
41852,0.78,302,64123,U,W,M,Y
41795,0.72,640,64108,U,U,U,N
41701,0.79,690,64110,U,B,M,N
41682,0.25,2601,64120,U,,,N
41996,0.5,640,64117,U,,,N
41686,0.7,802,64155,Y,W,M,N
41949,0.64,2655,64127,U,B,M,N
41792,0.75,690,64154,N,W,F,N
41740,0.27,1401,64139,U,,,N
41753,0.07,802,64126,Y,W,F,N
41995,0.52,1002,64128,U,,,N
41951,0.71,501,64127,U,,,N
41770,0.96,403,64129,Y,W,F,N
41949,0.92,650,64118,N,U,M,N
41965,0.04,1401,64118,U,W,F,N
41730,0,670,64134,U,U,U,N
41672,0.42,2402,64111,U,W,F,N
41960,0.55,2655,64127,U,B,M,N
41691,0.48,1401,64109,U,B,M,N
41864,0.41,301,64111,U,W,M,N
41977,0.03,802,64134,Y,B,F,N
41927,0.6,2041,64110,U,W,F,N
41986,0.97,840,64127,N,B,M,N
41943,0.95,1401,64138,U,W,M,N
41741,0.13,802,64132,Y,B,M,N
41830,0.36,501,64132,U,W,M,N
41865,0.95,1546,64127,U,B,M,Y
41873,0.41,1546,64123,U,,,Y
41954,0.92,1750,64117,U,W,M,N
41673,0.06,501,64134,U,B,M,N
41662,0.98,2601,64117,U,W,M,N
41642,0.73,401,64123,U,B,M,Y
41976,0.74,1401,64106,U,U,U,N
41651,0.75,702,64127,U,U,U,N
41665,0.57,1401,64157,U,,,N
41938,0.64,2604,64106,U,W,F,N
41819,0.19,802,64109,Y,B,F,N
41769,0,1002,64105,N,U,U,N
41926,0.58,650,64109,U,U,U,N
41733,0.36,1849,64110,U,,,N
41716,0.92,1401,64130,U,U,U,N
42001,0.73,690,64132,U,B,M,N
41892,0.72,802,64127,Y,B,M,N
41788,0.59,2601,64106,U,,,N
41756,0.7,301,64110,U,B,M,N
41911,0.12,2601,64127,U,W,F,N
41735,0.78,2100,64127,U,,,N
41915,0.2,1401,64153,N,W,F,N
40855,0.5,1001,64111,U,W,M,N
41812,0.03,502,64114,U,,,N
41746,0.3,302,64111,N,W,M,Y
41938,0.48,1849,64132,U,,,N
41805,0.27,1401,64132,U,B,M,N
41773,0.48,801,64118,N,B,F,N
41833,0.06,1401,64106,U,U,U,N
41697,0.71,1849,64109,U,,,N
41786,0.26,1201,64133,U,,,N
41674,0.54,650,64106,U,W,F,N
41759,0.91,1401,64131,U,B,M,N
41885,0.78,2601,64129,U,,,N
41673,0.05,1401,64111,N,B,M,N
41987,0.97,2041,64124,U,W,M,N
41770,0.27,2655,64106,U,B,M,N
41816,0.59,840,64145,U,,,N
41708,0.44,640,64151,N,W,M,N
41738,0.64,501,64130,U,W,M,N
41930,0.5,1401,64119,N,W,M,N
41792,0,1188,64153,N,A,M,N
41947,0.38,2601,64154,N,U,M,N
41684,0.67,690,64127,U,U,U,N
41658,0.06,1401,64132,U,W,M,N
41729,0.71,2402,64123,U,B,M,N
41713,0.71,403,64127,Y,B,M,N
41974,0.76,501,64138,N,B,M,N
41963,0.43,640,64124,U,B,F,N
41715,0.81,670,64111,U,U,U,N
41813,0.5,1001,64128,U,U,U,N
41822,0.75,2040,64114,U,W,M,N
41871,0.63,2040,64124,U,W,F,N
41959,0.45,801,64109,N,B,F,N
41706,0.07,302,64110,U,B,M,N
41960,0.36,501,64111,U,W,M,N
41716,0.88,702,64117,N,W,M,N
41658,0.95,1401,64138,U,B,M,N
41864,0.48,670,64153,N,W,F,N
41709,0.94,501,64128,U,B,F,N
41930,0,802,64130,Y,B,M,N
41820,0.77,801,64131,U,B,F,N
41924,0.1,702,64120,U,U,U,N
41802,0.5,501,64130,U,U,U,N
41835,0.75,640,64108,U,U,U,N
41789,0.96,690,64111,N,U,U,N
41760,0.71,2601,64133,U,,,N
41831,0.04,210,64111,N,W,M,N
41870,0.86,801,64109,U,B,M,N
41666,0.19,501,64134,U,W,F,N
41988,0.68,702,64109,U,B,F,N
41984,0.84,2655,64123,U,W,F,N
41893,0.33,1401,64109,U,U,U,N
41845,0.94,301,64109,U,B,M,N
41786,0.61,401,64130,U,B,F,N
41785,0.66,630,64153,N,W,F,N
41988,0.56,501,64111,U,W,F,N
41784,0.5,1001,64127,U,B,M,N
41784,0.56,501,64151,U,W,F,N
41994,0.17,690,64151,U,W,M,N
41828,0.71,1401,64108,U,B,F,N
41934,0.88,502,64123,N,U,M,N
41877,0.92,1401,64137,U,W,M,N
41957,0.02,670,64126,U,B,F,N
41828,0.72,640,64155,N,W,F,N
41849,0.5,501,64131,U,W,M,N
41824,0.1,2001,64123,Y,B,F,N
41698,0.63,1401,64106,U,U,U,N
41902,0.87,302,64109,U,B,M,Y
41883,0.98,2655,64106,U,B,M,N
41953,0.92,501,64118,U,B,M,N
41653,0.83,1401,64151,N,W,F,N
41803,0.63,502,64127,U,U,U,N
41894,0.66,702,64130,U,U,U,N
41880,0.27,501,64110,U,W,M,N
41724,0.59,301,64134,U,B,M,N
41763,0.44,501,64132,U,U,U,N
41838,0.38,1401,64110,U,B,F,N
41743,0.54,690,64114,U,W,M,N
41931,0.71,1401,64134,U,,,N
41643,0,1401,64108,U,U,U,N
41810,0.95,2201,64105,U,,,N
41686,0.13,802,64158,Y,W,F,N
41964,0.97,401,64128,U,U,U,Y
41777,0.73,802,64151,Y,W,F,N
41812,0.85,801,64106,U,W,M,N
41952,0.6,840,64127,U,W,M,N
41703,0.83,502,64111,U,B,M,N
41716,0.88,1401,64154,U,B,M,N
41793,0.16,502,64126,U,,,N
41715,0.64,1401,64118,U,W,F,N
41836,0.22,2601,,U,W,M,N
41810,0.49,1001,64151,U,,,N
41685,0.92,2655,64106,U,B,M,N
41900,0.02,690,64154,N,W,M,N
41642,0.42,650,64105,U,W,M,N
41944,0.9,1849,64127,U,W,M,N
41804,0.82,403,64131,Y,W,F,N
41784,0.11,302,64138,U,B,M,Y
41775,0.75,1849,64106,U,W,M,N
41828,0.71,1401,64124,U,B,M,N
41604,0.48,630,64114,U,,,N
41935,0.85,1001,64152,U,,,N
41951,0.25,640,64133,U,U,F,N
41691,0.54,1002,64155,N,W,F,N
41979,0.71,801,64137,U,B,M,N
41834,1,501,64117,U,U,U,N
41918,0.62,630,64153,U,W,M,N
41815,0.66,1120,64131,U,U,U,N
41944,0.4,501,64130,U,U,U,N
41777,0.74,2001,64153,N,W,M,N
41660,0.75,640,64157,U,,,N
41862,0.56,501,64111,U,U,U,N
41735,0.07,401,64130,U,B,F,Y
41892,0.44,670,64119,U,,,N
41846,0.94,640,64130,N,U,U,N
41734,0.73,640,64110,U,B,F,N
41789,0.94,630,64111,U,,,N
41774,0.01,2655,64128,U,B,F,N
41702,0.79,670,64118,N,U,U,N
41718,0.55,802,64119,Y,W,F,N
41864,0.56,702,64130,U,B,M,N
41731,0.67,302,64132,U,B,M,Y
41650,0.5,501,64117,U,W,M,N
41656,0.83,690,64134,U,B,F,N
41834,0.68,501,64129,U,B,F,N
41910,0.91,2402,64130,U,B,F,N
41723,0.32,2601,,U,B,F,N
41792,0.88,802,64108,Y,B,F,N
41748,0.81,501,64108,U,B,M,N
41871,0.63,1401,64131,N,W,M,N
41980,0.91,640,64104,U,W,F,N
41856,0.65,1001,64124,U,W,M,N
41685,0.63,802,64119,Y,W,M,N
41984,0.87,1546,64130,U,,,Y
41966,0.77,302,64127,U,B,M,Y
41762,0.55,2655,64132,U,W,M,N
41755,0.52,630,64123,U,,,N
41968,0.4,702,64123,U,W,F,N
41731,0.83,840,64130,U,B,F,N
41653,0.83,630,64151,U,,,N
41730,0.5,501,64127,U,U,U,N
41950,0.33,670,64106,U,U,U,N
41796,0.93,802,64130,Y,B,M,N
41858,0.67,670,64110,U,U,U,N
41901,0.91,501,64132,U,B,M,N
41667,0.83,702,64121,U,W,M,N
41924,0.95,1120,64157,U,W,M,N
41877,0.51,2655,64127,U,,,N
41863,0.92,501,64111,U,W,F,N
41831,0,501,64153,U,U,U,N
41851,0.81,802,64130,Y,B,M,N
41972,0.48,690,64120,U,,,N
41879,0.77,690,64116,U,W,M,N
41717,0.65,501,64138,U,U,U,N
41987,0.88,2402,64123,U,B,M,N
41654,0,670,64134,U,U,U,N
41959,0.75,670,64114,U,U,U,N
41991,0.88,650,64123,U,U,U,N
41764,0.7,502,64132,U,,,N
41858,0.79,301,64108,U,B,M,N
41698,0.78,1401,64130,Y,B,F,N
41783,0.74,1401,64110,U,B,M,N
41951,0.16,1120,64126,U,B,M,N
