From_Date,From Time,Offense,Zip Code,DVFlag,Race,Sex,Firearm Used Flag  
41663,0.5,690,64155,N,U,U,N
41869,0.72,801,64154,N,W,M,N
41814,0.02,1401,64127,U,U,U,N
41956,0.37,501,64119,N,W,M,N
41784,0.41,840,64130,U,B,M,N
41704,0.35,1401,64130,U,U,U,N
41894,0.5,1198,64108,U,B,F,N
41880,0.98,670,64127,U,B,F,N
41819,0.9,401,64130,U,B,M,Y
41668,0.88,1401,64118,U,U,U,N
41902,0.69,1401,64127,N,U,U,N
41841,0.38,690,64111,U,W,F,N
41978,0.58,690,64133,U,W,F,N
41931,0.97,2601,64146,U,U,U,N
41887,0.6,1651,,U,B,F,N
41638,0.6,1001,64125,U,,,N
41719,0.59,670,64132,U,U,U,N
41520,0.38,1198,64152,N,W,M,N
41781,0.71,690,64132,U,U,U,N
41733,0.93,1198,64131,U,W,F,N
41841,0.8,801,64158,N,W,F,N
41772,0.75,2601,,U,B,M,N
41829,0.55,630,64136,N,B,F,N
41941,0.61,840,64128,U,B,M,N
41900,0.54,2601,64112,U,,,N
41769,0.06,1401,64134,U,U,U,N
41752,0.96,702,64131,U,U,U,N
41706,0.81,2402,64106,N,W,M,N
41609,0.17,690,64109,U,U,U,N
41706,0.98,640,64127,U,U,U,N
41651,0.79,640,64106,U,W,M,N
41395,0,1120,64129,U,,,N
41931,0.6,640,64128,U,U,U,N
,,501,64106,U,B,F,N
41736,0.47,2601,,U,,,N
41974,0.79,1401,64127,U,B,F,N
41704,0.77,201,64132,U,B,F,N
41942,0.5,2601,64126,U,W,M,N
41790,0.29,1001,64111,U,,,N
41832,0.14,801,64131,N,B,M,N
41811,0.5,630,64118,U,,,N
41982,0.32,702,64127,N,U,U,N
41833,0.4,690,64153,N,A,M,N
41988,0.83,501,64130,U,B,F,N
41902,0.67,650,64127,U,W,M,N
41895,0.96,640,64106,U,U,U,N
41977,0.8,630,64117,U,,,N
41912,0.96,702,64123,U,B,M,N
41710,0.81,670,64127,U,W,F,N
41661,0.65,401,64111,U,W,M,Y
41715,0.56,630,64133,U,B,M,N
41964,0.75,501,64124,U,U,U,N
41702,0.74,1849,64117,U,,,N
41996,0.63,802,64131,Y,B,M,N
41739,0.44,1401,64123,U,W,M,N
41833,0.14,630,64151,U,W,F,N
41573,0.63,1401,64154,N,U,U,N
42000,0.71,501,64133,U,B,U,N
41801,0.5,2601,64106,U,U,U,N
41995,0.07,690,,U,W,M,N
41879,0.88,670,64127,U,B,F,N
41691,0.86,670,64109,U,U,U,N
41823,0.03,801,64123,N,W,M,N
41820,0.33,702,64111,U,B,M,N
41983,0.76,802,,U,B,F,N
41942,0.56,201,64118,N,U,M,N
41841,0.59,2601,64130,Y,B,F,N
41698,0.33,501,64129,N,U,U,N
41901,0.02,2601,64134,U,U,U,N
41727,0.89,801,64106,U,W,M,N
41852,0,1401,64120,U,,,N
41946,0.97,2100,64111,U,W,M,N
41965,0.96,640,64105,U,U,U,N
41832,0.67,501,64109,U,B,M,N
41726,0.5,702,64126,N,U,U,N
41903,0.05,401,64138,N,B,M,Y
41893,0.58,501,64133,U,U,U,N
41698,0.04,801,64111,N,B,M,N
41703,0.83,1701,64109,U,B,F,N
41727,0.94,802,64127,N,B,M,N
41989,0,403,64131,Y,B,M,N
41765,0.83,1401,64124,U,U,U,N
41863,0.91,802,64108,Y,B,F,N
41716,0.71,650,64105,U,U,U,N
41946,0.39,1401,64151,N,U,U,N
41655,0.91,402,64124,U,,,Y
41954,0.5,640,64068,N,W,F,N
41669,0.72,301,64145,N,W,F,N
41786,0.92,802,64132,Y,B,M,N
41908,0.65,1001,64111,U,,,N
41656,0.66,403,64128,Y,B,M,N
41779,0.9,2601,64133,N,U,U,N
41996,1,690,64112,U,W,F,N
41786,0.92,401,,N,B,M,Y
41652,0.75,802,64130,Y,W,F,N
41720,0.5,1401,64130,U,U,U,N
41905,0,1120,64119,N,B,M,N
41715,0.93,2655,64132,U,,,N
41691,0.73,640,64133,U,U,U,N
41706,0.52,640,64108,U,U,U,N
41913,0.44,501,64114,U,U,U,N
41762,0.6,630,64116,U,W,F,N
41785,0.68,802,64124,U,B,M,N
41742,0.13,802,64127,Y,B,F,N
41827,0.78,802,64130,U,B,F,N
41778,0.63,1401,64111,U,B,M,N
41766,0.36,501,64116,U,U,U,N
41828,0.2,502,64130,U,B,M,N
41889,0.16,802,64123,U,W,M,N
41930,0.76,2601,64109,U,B,M,N
41725,0.94,640,64133,N,W,F,N
41733,1,670,64111,U,W,F,N
41926,0.51,2604,,U,W,M,N
41788,0.96,2402,64123,U,B,M,N
41668,0.36,801,64132,N,B,M,N
41742,0.58,2100,64157,U,,,N
41819,0.08,1401,64151,Y,B,F,N
41653,0.4,501,64114,U,U,U,N
41687,0.84,802,64114,Y,W,M,N
41800,0.33,501,64111,U,U,U,N
41840,0.79,650,64130,U,B,F,N
41872,0.54,802,,Y,B,M,N
41641,0.36,501,64116,U,U,U,N
41811,0.95,640,64130,N,W,M,N
41883,0.85,1401,64130,U,U,U,N
41904,0.94,2601,64136,U,U,U,N
41761,0.67,501,64126,U,U,U,N
41704,0.52,501,64108,U,B,F,N
41773,0.4,2604,64131,U,B,F,N
41694,0.61,801,64128,U,,,N
41919,0.76,801,64117,N,W,F,N
41766,0.88,301,64127,U,W,M,N
41769,0,1401,64133,U,U,U,N
41868,0.06,840,64104,N,W,M,N
41978,0.24,501,64118,N,W,F,N
41456,0,1198,64124,U,U,U,N
41746,0.45,2655,,U,,,N
41978,0.02,1401,64133,N,B,F,N
41579,0.5,1198,64138,U,W,F,N
41993,0.02,1401,64132,U,B,F,N
41761,0.9,640,64113,U,W,M,N
41821,0.29,670,64128,N,B,F,N
41952,0.7,401,64127,U,B,M,N
41667,0.58,1401,64132,U,B,F,N
41721,0.92,670,64127,N,B,F,N
41825,0.55,690,64128,U,B,M,N
41751,0.84,2601,64127,U,,,N
41668,0.33,1401,64116,N,W,F,N
41794,0.86,403,64130,Y,B,M,Y
41961,0.94,831,64138,U,B,F,N
41772,0.19,802,64154,Y,B,M,N
41812,0.58,630,64110,U,,,N
41860,0.75,702,64119,N,U,U,N
41801,0.37,630,64130,U,B,F,N
41801,0.92,302,64133,U,B,M,N
41703,0.58,501,64123,U,U,U,N
41996,0.96,501,64114,U,U,U,N
41820,0.79,640,64137,U,W,M,N
40878,0.33,2601,64155,N,W,F,N
41945,0.71,2655,64106,U,B,M,N
41821,0.28,501,64127,U,U,U,N
41823,0.67,640,64157,U,,,N
41877,0.48,630,64133,U,W,M,N
41848,0.71,501,64146,U,W,M,N
41852,0.68,801,64124,U,B,M,N
41909,0.56,670,64110,U,U,U,N
41697,0.75,702,64117,U,,,N
41647,0.76,2601,64109,U,W,M,N
41885,0.91,1401,64108,U,B,M,N
41715,0.57,501,64123,U,,,N
41741,0.46,831,64111,U,B,M,N
41712,0.8,801,64131,U,B,M,N
41762,0.74,1001,64108,U,,,N
41881,0,650,64126,N,U,U,N
41841,0.04,2041,64128,Y,B,M,N
41752,0.19,801,64127,Y,B,M,N
41798,0.1,801,64131,Y,B,F,N
41754,0.6,630,64110,U,B,F,N
41861,0.18,702,64127,U,W,M,N
41965,0.96,650,64105,U,B,F,N
41929,0.56,1849,64130,U,,,N
41883,0.12,690,64127,Y,W,F,N
41660,0.58,1401,64130,U,B,M,N
41581,0.54,1122,64127,U,B,M,N
41810,0.11,1850,64131,U,,,N
41688,0.9,1849,64130,U,,,N
41919,0.57,2601,64127,U,,,N
41855,0.6,1170,64119,U,U,F,N
41660,0.32,501,64108,U,W,M,N
41671,0.61,1850,64129,U,,,N
41770,0.04,640,64134,U,B,F,N
41857,0.97,1401,64111,U,W,F,N
41879,0.85,702,64128,U,B,M,N
41781,0.49,210,64106,U,B,F,N
41767,0.43,2655,64126,U,W,M,N
41914,0.88,650,64108,U,U,U,N
41877,0.77,302,64116,U,B,M,N
41856,0.84,2201,64151,U,W,M,N
,0.09,1401,64108,U,B,U,N
41726,0.8,1546,64152,U,W,M,Y
41659,0.77,630,64123,U,,,N
41998,0.59,690,64153,N,W,M,N
41902,0.93,802,64129,U,B,M,N
41711,0.85,840,64111,U,W,F,N
41781,0.71,630,64109,U,W,M,N
41925,0.08,2100,64111,U,,,N
41650,0.82,1849,64118,U,,,N
41696,0.88,670,64165,N,W,F,N
41496,0.52,670,64114,U,,,N
41966,0.01,801,64120,N,W,M,N
41826,0.79,670,64130,U,U,U,N
41714,0.72,840,64127,U,,,N
41979,0.73,402,64134,N,B,M,Y
41743,0.37,2601,64126,U,U,U,N
41941,0.67,640,64133,N,U,U,N
41893,0.15,1849,64111,U,B,F,N
41660,0.79,690,64109,U,W,F,N
41917,0.78,801,64130,U,B,M,N
41849,0.96,801,64106,U,W,M,N
41995,0.05,802,64127,Y,B,M,N
41782,0.27,650,64106,U,B,M,N
41987,0.6,403,64128,Y,W,F,N
41827,0,650,64130,U,,,N
41924,0.66,1849,64132,U,,,N
41749,0.25,801,64130,U,,,N
41782,0.17,1401,64133,N,U,U,N
41683,0.5,1120,64117,U,,,N
41707,0.7,1849,64111,U,,,N
41720,0.99,501,64127,U,B,F,N
41888,0.44,702,64132,U,U,U,N
41809,0.38,501,64110,U,U,U,N
41842,0.5,1002,64118,N,W,M,N
41828,0.68,801,64108,U,W,F,N
41826,0.78,301,64130,U,B,F,N
41943,0.42,670,64128,N,U,U,N
41860,0.54,801,64128,N,B,F,N
41701,0.41,640,64131,U,W,M,N
41692,0.49,302,64124,N,W,M,N
41714,0.15,801,64106,N,B,F,N
41828,0.33,2601,64119,U,W,M,N
41816,0.65,1401,64110,U,W,F,N
41730,0.17,650,64151,U,U,U,N
41777,0.96,690,64106,U,U,M,N
40465,0.46,690,64106,U,U,U,N
41970,0.02,2655,64111,U,,,N
41796,0.45,630,64119,U,W,F,N
41666,0.77,670,64106,U,W,F,N
39904,0.04,210,64155,U,W,M,N
41859,0.88,801,64127,U,B,M,N
41882,0.5,1401,64138,U,U,U,N
41775,0.88,401,64154,N,U,U,Y
41673,0.94,702,64127,U,B,M,N
41696,0.38,501,64138,U,B,M,N
41691,0.95,1849,64108,U,B,F,N
41769,0.23,502,64128,U,U,U,N
41879,0.54,1849,64106,U,B,M,N
41882,0.89,501,64130,U,U,U,N
41910,0.8,802,64137,Y,B,F,N
42002,0.88,702,64132,U,U,U,N
41966,0.58,670,64134,U,B,F,N
41766,0.06,301,64119,N,W,M,N
41708,0.54,1401,64130,N,U,U,N
41822,0.63,690,64161,U,W,F,N
41879,0.52,1401,64110,U,U,U,N
41878,0.86,630,,U,W,M,N
41886,0.81,301,64137,U,B,M,N
41965,0.81,630,64111,U,W,F,N
41972,0.13,640,64109,N,B,F,N
41947,0,201,64132,U,B,M,N
41721,0.69,802,64134,Y,B,M,N
41846,0.93,640,,U,B,M,N
41853,0.61,1401,64156,N,W,M,N
41998,0.58,1401,64118,Y,W,M,N
41770,0.06,401,64106,U,B,M,Y
41854,0.99,301,64106,U,B,M,N
41700,0.09,1850,64130,U,,,N
41950,0.29,501,64130,U,B,F,N
41961,0.3,501,64128,N,B,F,N
41890,0.5,1401,64133,U,B,F,N
41673,0.6,2402,64106,U,W,M,N
41756,0.79,702,64138,U,W,M,N
41700,0.06,1401,64109,U,,,N
41822,0.16,702,64124,U,B,M,N
41891,0.73,702,64113,U,U,U,N
41885,0.65,670,64116,N,U,U,N
41983,0.92,640,64112,N,U,U,N
41971,0.02,802,64108,Y,B,M,N
41983,0.81,501,64130,U,B,M,N
42002,0.12,2100,64123,U,,,N
41718,0.58,702,64127,U,B,M,N
41810,0.58,690,64161,U,W,M,N
41734,0.53,2655,64132,U,W,M,N
41983,0.17,2655,64108,U,B,M,N
41691,0.14,201,64108,U,W,M,N
41766,0.91,801,64128,N,B,M,N
41830,0.83,670,64130,U,B,F,N
41797,0.92,702,64128,N,U,U,N
41812,0.81,801,64130,N,B,F,N
41863,0.78,301,64128,U,B,M,N
41756,0.83,502,64126,U,U,U,N
41695,0.5,640,64111,U,U,U,N
41994,0.06,801,64110,N,B,M,N
41692,0.63,670,64118,N,U,U,N
41858,0.78,302,64127,U,W,M,Y
41738,0.79,201,64108,N,B,F,N
41771,0.33,650,64114,U,U,U,N
41682,0.84,702,64134,U,U,U,N
41927,0.75,1401,64156,N,W,F,N
41844,0.4,1849,64152,U,W,F,N
41865,0.83,640,64118,U,W,F,N
41786,0.58,690,64137,U,U,U,N
41927,0.87,501,64124,U,B,M,N
41842,0.13,802,64130,U,B,M,N
41792,0.63,801,64111,Y,W,M,N
41670,0.71,1401,64111,U,U,U,N
41831,0.98,802,64108,Y,W,M,N
41691,0.84,502,64130,U,B,M,N
41965,0.8,630,,N,B,F,N
41818,0.81,630,64151,N,W,M,N
41642,0.88,501,64106,U,W,M,N
41696,0.86,302,64114,U,B,F,N
41698,0.48,670,64127,U,W,F,N
41747,0.9,640,64111,N,U,U,N
41866,0.79,301,64130,U,W,F,N
41920,0.6,670,64131,U,U,U,N
41797,0.58,302,64124,U,B,M,Y
41946,0.82,401,64138,N,W,F,Y
41873,0.9,302,64127,N,B,M,Y
41675,0.53,802,64117,U,W,F,N
41854,0.48,670,64107,N,B,M,N
41753,0.29,2402,,U,,,N
41852,0.5,670,64127,U,U,U,N
41813,0.91,1750,64133,U,W,F,N
41860,0.08,2402,64145,U,,,N
41944,0.73,502,64120,N,U,U,N
41640,0.28,801,64134,U,B,M,N
41963,0.08,702,64117,U,W,F,N
41995,0.96,1849,64127,U,,,N
41992,0.65,501,64117,U,W,F,N
41911,0.94,1401,64723,U,W,M,N
41863,0.93,301,64106,U,B,F,N
41920,0.49,650,64138,U,U,U,N
41905,0.88,2655,64106,U,B,M,N
41827,0.26,1001,64132,U,W,F,N
41897,0.52,640,64106,U,W,M,N
41800,0.44,1401,64131,Y,W,F,N
41764,0.5,1401,64137,U,B,F,N
41986,0.18,1401,64106,U,W,M,N
41718,0.48,650,64110,U,W,F,N
41727,0.07,1401,64118,N,W,F,N
41759,0.65,640,64127,U,B,F,N
41768,0.74,670,64124,U,,,N
41891,0.04,502,64105,U,B,M,N
41748,0.85,1401,64117,U,B,M,N
41996,0.81,2031,64130,U,B,M,N
41727,0.58,501,64130,U,U,U,N
41830,0,210,64155,U,W,F,N
41717,0.9,2001,64110,U,,,N
41892,0.33,2601,64134,U,W,F,N
41826,0.17,2601,,U,U,U,N
41729,0.98,802,64110,U,B,M,N
41977,0.73,501,64134,U,W,M,N
41638,0.5,670,64130,U,U,U,N
41822,0.79,670,64156,N,U,U,N
41775,0.8,501,64124,U,W,M,N
41715,0.45,801,64110,U,W,F,N
41642,0.89,801,64123,U,W,M,N
41755,0.96,640,64111,U,U,U,N
41685,0.54,640,64105,U,W,M,N
41794,0.87,301,64124,U,B,M,N
41860,0.63,201,64124,N,W,F,N
41846,0.83,702,64133,U,W,F,N
41997,0.63,501,,N,W,M,N
41852,0.54,702,64128,N,B,M,N
41753,0.85,640,64111,U,W,F,N
41710,0.3,501,64114,U,W,M,N
41934,0.04,2601,64114,U,W,F,N
41709,0.21,702,64153,N,U,U,N
41996,0.54,501,64155,U,U,U,N
41705,0.84,1401,64128,U,U,U,N
41823,0.03,801,64123,N,W,M,N
41682,0.25,1401,64155,U,U,U,N
41886,0.85,2601,64110,U,B,M,N
41787,0.57,1198,64138,U,U,U,N
41962,0.84,640,64137,U,,,N
41892,0.72,401,64151,U,W,M,N
41723,0.32,2601,,U,B,F,N
41929,0.11,301,64134,U,B,M,N
41786,0.79,1401,64130,U,B,F,N
41683,0.53,670,64114,U,W,F,N
41710,0.5,1120,64157,N,W,M,N
41763,0.66,501,64155,U,W,M,N
41876,0.88,702,64128,U,U,U,N
41647,0.56,630,64119,U,,,N
41642,0.58,690,64112,U,W,F,N
41762,0.88,702,64113,U,W,F,N
41773,0.4,801,64127,N,B,M,N
41942,0.93,802,64025,U,W,F,N
41915,0.54,802,64127,Y,B,F,N
41840,0.33,670,64131,N,B,M,N
41888,1,2655,64110,U,B,M,N
41699,0.42,670,64111,U,,,N
41980,0.07,802,64126,U,W,F,N
41755,0.45,802,64128,Y,B,M,N
41944,0.88,2601,64128,U,,,N
41772,0.42,1401,64118,U,U,U,N
41728,0.46,1401,64133,U,U,U,N
41901,0.91,1850,64104,U,B,M,N
41946,0.75,501,64126,U,U,U,N
41698,0.98,2601,64106,U,B,F,N
41746,0.54,501,64123,U,U,U,N
41810,0.96,403,64138,Y,B,F,N
41785,0.06,501,64109,U,U,U,N
41698,0.69,502,64117,N,U,M,N
41882,0.52,702,64132,U,B,M,N
41846,0.14,801,64110,N,B,F,N
41751,0.75,801,64134,U,W,F,N
41768,0.94,690,64131,U,,,N
41847,0.78,802,64131,U,B,M,N
41963,0.74,301,64138,U,W,M,N
41877,0.63,1849,64124,U,W,M,N
41837,0.81,2201,64106,U,W,M,N
41786,0.92,501,,U,B,F,N
41970,0.27,650,64119,N,W,M,N
41691,0.54,1002,64166,U,,,N
41813,0.75,2655,64134,U,W,F,N
41788,0.54,1651,64123,U,U,U,N
41821,0.75,2601,64108,U,W,M,N
41947,0.53,501,64124,U,W,F,N
41916,0.98,401,64130,N,B,M,Y
41919,0.37,630,64116,U,W,F,N
41671,0.08,801,64133,N,W,F,N
41666,0.65,640,64134,U,,,N
41827,0.11,802,64110,Y,B,F,N
41805,0.92,502,64130,U,B,M,N
41871,0.75,640,64119,N,W,M,N
41849,0.29,640,64129,N,U,U,N
41658,0.36,1850,64109,U,,,N
41660,0.57,1401,,N,W,M,N
41748,0.1,401,64111,N,W,F,N
41937,0.01,401,64130,U,U,U,Y
41653,0.61,501,64124,U,W,M,N
41888,0.95,402,64130,N,U,U,Y
41810,0.69,1850,64119,U,,,N
41783,0.58,302,64106,U,B,M,Y
41806,0.88,640,64152,N,W,M,N
41953,0.83,799,64134,U,U,U,N
41839,0.97,501,64130,U,W,F,N
41668,0.38,670,,U,B,F,N
41921,0.08,401,64133,Y,W,M,N
41969,0.71,640,64153,U,W,M,N
41756,0.9,2402,64127,U,B,M,N
41946,0.92,210,64137,U,B,M,N
41720,0.83,1401,64130,Y,B,M,N
41870,0.83,650,64114,U,W,M,N
41651,0.75,640,64111,U,U,U,N
41682,0.41,501,64124,N,B,M,N
41786,0.7,670,64111,U,B,M,N
41802,0.81,1401,64153,U,U,U,N
41870,0.81,690,64106,U,W,M,N
41848,0.04,302,64123,U,B,M,Y
41802,0.15,403,,Y,B,M,Y
41787,0.44,1546,64126,U,,,Y
41874,0.75,690,64155,N,W,F,N
41731,0.75,650,64120,N,W,M,N
41631,0,1122,64118,N,W,M,N
41899,0.79,1849,,U,W,M,N
41669,0.75,2655,64123,U,W,F,N
41730,0.33,1201,64120,U,U,U,N
41822,0.16,702,64124,U,B,F,N
41893,0.64,640,64126,U,U,U,N
41827,0.48,670,64111,U,W,F,N
41872,0.5,501,64108,U,W,M,N
41947,0.6,702,64114,U,U,U,N
41908,0.69,702,64130,U,U,U,N
41717,0.4,650,,N,W,F,N
41876,0.29,670,64111,U,W,M,N
41898,0.65,401,64123,U,B,M,N
41715,0.9,670,64111,U,W,F,N
41824,0.31,801,64133,N,W,F,N
41720,0.63,670,64110,U,W,M,N
41710,0.96,650,64153,N,U,U,N
41750,0.92,670,64137,U,B,F,N
41927,0.4,1401,64130,U,B,F,N
41794,0.97,302,64110,U,B,M,Y
41819,0.92,1849,64131,Y,U,F,N
41754,0.77,799,64109,U,U,F,N
41697,0.58,690,64129,N,U,U,N
41752,0.94,401,64124,N,W,M,N
41703,0.08,802,64123,U,W,M,N
41811,0.05,650,64118,U,U,U,N
41994,1,2100,64124,U,W,M,N
41991,0.53,801,64108,N,B,F,N
,,2001,64154,U,W,M,N
41847,0.13,2601,,U,U,U,N
41752,0.54,840,64134,U,W,F,N
41920,0.5,501,64130,U,W,M,N
41750,0.75,2041,64127,N,B,F,N
41892,0.85,640,64119,U,W,M,N
41706,0.6,501,64123,U,W,F,N
41730,0.4,670,64105,U,,,N
41856,0.96,650,64123,U,U,U,N
41914,0.04,690,,U,U,U,N
41763,0.58,640,,N,B,M,N
41772,0.98,1849,64109,U,,,N
41748,0.77,630,64153,U,,,N
41879,0.97,2001,64128,U,B,F,N
41878,0.5,630,64112,U,B,F,N
41851,0.5,630,64128,U,B,M,N
41922,0.67,802,64127,N,W,M,N
41888,0.04,640,64110,U,W,F,N
41658,0.83,702,64134,U,U,U,N
41940,0.4,1770,64145,U,W,F,N
41703,0.76,840,64108,U,B,M,N
41832,0.92,1401,64153,N,B,M,N
41653,0.56,630,64153,N,B,F,N
41828,0.66,802,64151,Y,B,F,N
41650,0.12,801,64123,U,B,F,N
41811,0.06,2655,64106,U,,,N
41595,0.71,2054,64131,U,U,U,N
41734,0.95,702,64114,U,W,F,N
41974,0.76,3077,64128,U,W,F,N
41869,0.45,2100,64127,U,,,N
41769,0.88,402,64130,N,B,M,Y
41873,0.6,2655,64106,U,,,N
41817,0.29,690,64112,U,W,M,N
41958,0.33,1401,64138,U,U,U,N
41734,0.94,2100,64128,U,,,N
41995,0.6,690,64109,U,,,N
41948,0,831,64130,U,U,M,N
41702,0.58,702,64110,U,W,M,N
41729,0.01,802,64127,Y,W,F,N
41716,0.96,1401,64154,N,W,F,N
41871,0,702,64127,U,U,U,N
41692,0.61,630,64114,U,,,N
41892,0.8,301,64130,U,B,M,N
41765,0.83,501,64123,N,U,U,N
41858,0.88,702,64127,N,U,U,N
41842,0.48,630,64132,U,B,M,N
41815,0.48,501,64127,U,U,U,N
41805,0.6,210,64118,U,W,M,N
41810,0.83,702,64127,U,W,F,N
41763,0.92,670,64119,N,U,U,N
41892,0.5,301,64132,N,B,F,N
41661,0.33,501,64127,N,U,U,N
41732,0.44,801,64131,U,B,M,N
41691,0.3,1401,64127,U,U,U,N
41954,0.47,670,64124,U,U,U,N
41847,0.79,630,64161,U,W,F,N
41900,0.92,650,64128,N,U,U,N
41833,0.81,640,64117,U,U,U,N
41737,0.12,403,64132,Y,B,M,N
41959,0.61,630,64114,U,U,U,N
41879,0.45,801,64110,U,W,F,N
41875,0.9,1401,64129,Y,B,M,N
41812,0.75,1401,,U,B,F,N
41779,0.78,501,,N,B,M,N
41653,0.83,2601,64114,U,,,N
41800,0.74,640,64134,U,U,U,N
41834,0.75,501,64128,U,W,M,N
41726,0.67,502,64132,U,W,M,N
41662,0.63,2040,64127,U,B,F,N
41741,0.95,630,64114,U,,,N
41660,0.84,1401,64158,N,W,M,N
41795,0.79,840,64124,U,,,N
41961,0.86,702,64124,U,U,U,N
41666,0.08,403,64130,Y,B,M,N
41829,0,1002,64124,U,,,N
41937,0.3,302,64127,U,W,M,Y
41922,0.98,1849,64128,U,,,N
41694,0.11,670,64126,N,W,F,N
41734,0.05,901,64132,U,U,U,N
41748,0.94,2655,64106,N,B,F,N
41835,0.75,640,64108,U,W,M,N
41698,0.38,501,64134,U,B,M,N
41776,0.85,640,64133,U,U,U,N
41716,0.48,801,64126,U,,,N
41494,0.9,802,64128,Y,B,F,N
41661,0.97,1849,64128,U,,,N
41692,0.04,702,64127,U,U,U,N
41665,0.17,1401,64130,U,B,M,N
41885,0.88,1401,64130,U,B,F,N
41814,0.35,1401,64125,U,W,F,N
41846,0.61,630,64151,U,B,F,N
41889,0.91,801,64106,U,B,M,N
41746,0.91,2402,64108,N,B,F,N
41922,0.42,2041,64138,U,B,M,N
41825,0.63,501,64127,U,B,F,N
41812,0.58,501,64124,U,U,U,N
41878,0.98,401,64128,N,W,M,N
41812,0.02,690,64111,U,W,F,N
41927,0.71,2655,64126,U,W,F,N
41765,0.96,1401,64156,N,W,F,N
41954,0.75,640,64126,N,W,F,N
41853,0.58,702,64145,U,U,U,N
41680,0.4,690,64129,U,,,N
41813,0.83,702,64106,U,U,U,N
41736,0.38,670,64155,U,W,F,N
41981,0.73,802,64130,Y,B,M,N
41714,0.08,802,64138,U,B,M,N
41722,0.32,501,64111,U,W,M,N
41830,0.93,2201,64106,U,W,F,N
41950,0.86,1401,64124,U,B,F,N
38718,0.63,2001,64124,U,W,F,N
41739,0.57,401,64120,U,W,M,N
41826,0.63,690,64124,U,U,U,N
41810,0.96,640,64130,U,B,M,N
41921,0.64,1401,64137,N,B,F,N
41859,0.41,1352,64123,U,W,F,N
41866,0.88,650,64126,U,U,U,N
41954,0.52,1849,64114,U,,,N
41904,0.96,1401,64109,U,,,N
41697,0.01,670,64124,Y,B,F,N
41987,0.06,801,64119,N,W,F,N
41772,0.5,2601,64130,N,W,M,N
41661,0.75,1849,64127,U,B,M,N
41948,0.73,1401,64124,U,W,F,N
41966,0.98,1401,64110,U,B,M,N
41706,0.42,1122,64110,U,U,U,N
41807,0.38,802,64129,Y,B,F,N
41723,0.42,1849,,N,W,M,N
41838,0.79,640,64134,U,B,M,N
41641,0.52,802,64118,Y,W,F,N
41890,0.77,650,64138,U,B,M,N
41857,0.67,640,64127,U,B,M,N
41911,0.73,501,64132,U,B,F,N
41808,0.88,501,64124,U,B,F,N
41833,0.29,690,64131,N,B,F,N
41788,0.4,501,64127,U,B,F,N
41791,0.78,630,64317,U,W,M,N
41756,0.75,2402,64110,N,B,M,N
41841,0.93,1401,,N,W,F,N
41887,0.54,2402,64111,N,B,M,N
41669,0.77,650,64138,U,U,U,N
41720,0.58,650,64133,U,U,U,N
41724,0.33,501,64127,U,U,U,N
41670,0.65,301,64134,U,B,M,N
41949,0.71,501,64114,U,W,M,N
41939,0.33,690,64157,U,,,N
41752,0.29,702,64106,U,U,U,N
41741,0.05,401,64109,N,B,M,Y
41966,0.54,650,64111,U,W,F,N
41949,0.04,1401,64134,U,,,N
41856,0.83,840,64132,U,,,N
41857,0.69,690,64124,U,W,M,N
41750,0.6,630,64157,U,W,M,N
41725,0.83,801,64151,N,W,M,N
41724,0.96,702,64157,N,W,M,N
41844,0.84,801,64124,N,W,F,N
41825,0.42,1401,64153,U,,,N
41941,0.48,1201,64145,U,,,N
41671,0,1750,64157,U,W,M,N
41712,0.96,690,64111,U,,,N
41935,1,1188,64127,U,B,F,N
41808,0.92,640,64110,U,U,U,N
41661,0.6,2001,,N,W,F,N
41851,0.64,630,64133,U,B,M,N
,,301,64127,U,W,F,N
41831,0.75,302,64127,U,W,F,Y
41876,0.79,501,64134,U,W,M,N
41961,0.72,302,64134,U,B,M,Y
41908,0.92,640,64111,U,W,M,N
41777,0.89,1750,64131,U,B,M,N
41749,0.96,1120,64112,U,W,M,N
42003,0.4,690,64119,U,W,F,N
41853,0.6,401,64128,N,W,M,N
41922,0.54,610,64110,U,U,U,N
41793,0.85,403,64130,Y,B,F,N
41730,0.85,502,64123,U,,,N
41875,0.03,801,64127,N,B,F,N
41703,0.83,802,64109,Y,B,F,N
41691,0.72,801,64124,U,W,M,N
41892,0.94,801,64133,N,B,M,N
41810,0.4,802,64130,Y,B,M,N
41775,0.06,802,64132,U,B,F,N
41721,0.38,2100,64127,U,W,F,N
41889,0.79,1401,64112,U,B,M,N
41956,0.48,501,64117,U,W,M,N
41981,0.81,801,64128,U,B,F,N
41763,0.58,690,64133,N,W,F,N
41737,0.43,501,64108,U,W,M,N
41696,0.88,801,64132,U,W,F,N
41845,0.42,670,64133,U,U,U,N
41874,0.17,801,64131,N,B,F,N
41643,0.98,401,64138,U,B,F,Y
41780,0.4,401,64130,N,B,F,N
41873,0.34,302,64127,N,B,M,Y
41895,0.82,1401,64138,U,U,U,N
41640,0.33,501,64128,U,U,U,N
41984,0.99,1849,64127,U,,,N
41849,0.6,501,64127,U,W,F,N
41662,0.58,501,64130,U,U,U,N
41754,0.97,1850,64109,U,B,M,N
41792,0.56,1651,64130,U,W,F,N
41797,0.06,1401,64134,U,B,F,N
41986,0.79,502,64123,N,U,U,N
41957,0.83,640,64153,N,W,M,N
